hip,proper,ra,dec,mag,ci,spect,con,bayer,flam
4293,,0.916751,-69.527084,5.45,1.095,G7III,Tuc,Lam-2,
53273,,10.895476,-2.129205,5.45,0.966,G8III,Leo,,
59394,,12.184401,-23.602423,5.45,0.055,A1V,Crv,,3
60855,,12.472908,-39.041172,5.45,-0.073,B8/B9V,Cen,,
63031,,12.916219,-85.123369,5.45,0.991,K0III,Oct,Iot,
73624,,15.049799,-32.643294,5.45,-0.127,B3V,Lup,,
74305,,15.187773,-55.346032,5.45,1.118,G2Ib/II,Lup,,
77902,,15.909615,20.310968,5.45,1.588,M0III,Ser,,
79754,,16.278687,-53.811109,5.45,1.696,M2IV,Nor,,
89507,,18.264843,-44.206461,5.45,0.962,G8/K0III,CrA,,
95503,,19.424906,-23.962457,5.45,1.442,K3III,Sgr,Chi-3,49
96556,,19.62981,-4.64764,5.45,0.429,F3IV,Aql,,42
12332,,2.646943,21.961408,5.45,0.168,A7V,Ari,Nu,32
104382,Polaris Australis,21.146119,-88.956499,5.45,0.283,F0III,Oct,Sig,
108294,,21.939659,-37.253655,5.45,0.084,A3V,Gru,,
109789,,22.238542,-27.766908,5.45,-0.121,B7V,PsA,Lam,16
111056,,22.498047,78.824285,5.45,0.093,A3V,Cep,Rho-2,29
113357,Helvetios,22.95777,20.768832,5.45,0.666,G5V,Peg,,51
14376,,3.090747,25.255174,5.45,-0.031,B7Vn,Ari,,52
17489,Celaeno,3.746726,24.28947,5.45,-0.034,B7IV,Tau,,16
18975,,4.065723,8.197269,5.45,0.371,F2V,Tau,,
19398,,4.154954,-16.385875,5.45,-0.147,B5IV,Eri,,
19805,,4.246819,-62.191811,5.45,1.106,K0III,Ret,,
21735,,4.667616,12.197609,5.45,-0.121,B8IV,Tau,,93
25993,,5.547613,-38.513371,5.45,1.224,K2/K3III,Col,,
33384,,6.942911,-79.420193,5.45,0.041,B9.5V,Men,The,
33478,,6.95942,-24.630841,5.45,0.39,F3V,CMa,,
36616,,7.53011,17.086046,5.45,1.126,K2III,Gem,,
41323,,8.431087,-42.153072,5.45,-0.142,B3V,Pup,,
42286,,8.6219,-62.853465,5.45,1.013,K0III,Car,,
42459,,8.656626,-53.439767,5.45,-0.132,B5V,Vel,,
44405,,9.045629,24.452915,5.45,-0.041,A0III,Cnc,Nu,69
46594,,9.501421,-51.517164,5.45,-0.078,B8V,Vel,,
4288,,0.916139,23.628335,5.46,1.012,K1IV,And,,36
52595,,10.754546,-80.469597,5.46,0.957,K0III,Cha,Del-1,
56290,,11.539097,61.08252,5.46,0.515,F6V,UMa,,
56700,,11.626114,-47.747309,5.46,1.23,K2III,Cen,,
62131,,12.733481,-28.323957,5.46,1.346,K3III,Hya,,
63066,,12.922067,-42.915732,5.46,1.668,M0III,Cen,,
66634,,13.658472,52.921208,5.46,0.113,A3Vn,UMa,,82
67304,,13.794052,-50.320682,5.46,1.351,K2III,Cen,,
68940,,14.111896,-9.313515,5.46,0.347,F2IV,Vir,,95
75572,,15.438166,34.335996,5.46,1.41,K4III,Boo,,
75647,,15.455037,-36.76756,5.46,-0.15,B5V,Lup,,
79488,,16.220953,5.021086,5.46,1.472,K5III,Her,,9
81305,,16.606268,-42.858861,5.46,0.338,O9Ia,Sco,,
82676,,16.90051,-41.806389,5.46,0.176,B0.5Ia,Sco,,
92308,,18.814024,-43.680047,5.46,0.133,A2Vn,CrA,Eta-1,
92831,,18.914494,41.602723,5.46,1.034,G8III,Lyr,,
94827,,19.295454,23.02554,5.46,0.02,B0.5IV,Vul,,2
95073,,19.343246,-0.892161,5.46,-0.041,B9III,Aql,,27
95865,,19.497829,-26.985615,5.46,1.12,K1/K2III,Sgr,,
96536,,19.626227,-14.301801,5.46,0.501,F7V,Sgr,,
98194,,19.953852,40.367824,5.46,-0.09,B5V,Cyg,,
106787,,21.629285,19.318607,5.46,0.321,F1IV,Peg,,5
19009,,4.072687,24.105993,5.46,0.813,G0III...,Tau,,36
20156,,4.320339,50.048695,5.46,0.235,A7V,Per,,
21685,,4.655475,-14.359192,5.46,1.054,K0III,Eri,,
24902,,5.337409,41.086212,5.46,0.122,A3V,Aur,,
25768,,5.502632,-47.077655,5.46,0.615,G3IV,Pic,,
25861,,5.520703,3.292133,5.46,-0.176,B1.5V,Ori,,33
27196,,5.765012,49.826255,5.46,0.03,A0p...,Aur,Omi,27
27566,,5.837999,-79.361362,5.46,-0.076,B9.5V,Men,Kap,
28943,,6.108916,-23.110846,5.46,0.064,A2V,Lep,,
34624,,7.172034,-27.49152,5.46,0.998,G8III,CMa,,
34912,,7.223166,51.428745,5.46,1.64,M3III,Lyn,,
35180,,7.27071,-15.585689,5.46,0.079,A1V,CMa,,
42637,,8.688773,-78.963359,5.46,-0.101,B9IV,Cha,Eta,
46358,,9.451788,-71.601895,5.46,1.079,K2III,Car,,
46741,,9.526752,-73.080913,5.46,1.556,K4III,Car,,
4104,,0.877951,-24.005844,5.47,1.275,K1III,Cet,,
52004,,10.624187,-58.733339,5.47,0.5,A0Ia,Car,,
53781,,11.004084,45.526276,5.47,1.466,K5III,UMa,,
60044,,12.313901,75.160561,5.47,0.054,A1V,Dra,,
60941,,12.490845,24.108925,5.47,0.445,F5III,Com,,18
61071,,12.516823,24.567168,5.47,0.056,A2pvar,Com,,21
65112,,13.343843,-52.747825,5.47,-0.125,B6V,Cen,,
68581,,14.039662,-27.429773,5.47,1.331,K2/K3III,Hya,,
72582,,14.841577,37.272047,5.47,1.03,K0III-IV,Boo,,
78400,,16.005447,-16.53335,5.47,0.517,F7V,Lib,,49
84720,,17.317655,-46.636235,5.47,0.764,M0V,Ara,,
87747,,17.923663,26.049991,5.47,0.341,F2Iavar,Her,,89
89042,,18.173948,-62.002197,5.47,0.592,G0V,Pav,Iot,
89290,,18.220194,-41.336111,5.47,-0.155,B2.5III,CrA,,
90133,,18.393456,-75.044277,5.47,0.043,A0V,Oct,Phi,
90913,,18.545367,-14.865662,5.47,1.998,K3Iab,Sct,,
90923,,18.54721,30.554209,5.47,-0.077,B8IV,Lyr,,
13965,,2.997164,47.220693,5.47,0.869,G4p,Per,,
102014,,20.672174,-33.431843,5.47,1.118,K1III,Mic,,
103145,,20.898304,33.437891,5.47,1.522,K5III,Cyg,,
106044,,21.479121,-69.505386,5.47,1.553,M5III,Pav,,
110725,,22.433554,70.770898,5.47,1.216,K2III,Cep,,
110936,,22.477557,-39.131792,5.47,0.959,G8III,Gru,Nu,
16470,,3.535721,48.023476,5.47,-0.101,B8IIIp Mn,Per,,
20982,,4.500159,83.340379,5.47,0.855,G8III,Cep,,
21039,,4.510802,15.691879,5.47,0.258,Am,Tau,,81
22626,,4.868109,63.505421,5.47,1.559,M2III,Cam,,
22871,,4.919765,-74.936852,5.47,1.518,K6III,Men,Eta,
25695,,5.487916,25.150215,5.47,-0.042,B9Vn,Tau,,118
27338,,5.79061,17.729141,5.47,0.301,F0III,Tau,,130
34440,,7.139455,15.930675,5.47,1.02,G8III,Gem,,45
38639,,7.911864,47.564596,5.47,1.462,K4III,Lyn,,26
42080,,8.576711,65.14517,5.47,0.207,A2m,UMa,,2
43325,,8.827545,-40.320158,5.47,0.066,A2/A3IV,Vel,,
44961,,9.15988,-8.787648,5.47,1.002,G8II,Hya,,20
56802,,11.644449,-13.201943,5.48,0.52,F7V,Crt,Iot,24
61318,,12.562986,-9.452077,5.48,-0.035,A0V,Vir,,21
72664,,14.857362,59.293985,5.48,1.369,K4III,Dra,,
73133,,14.946142,-11.409701,5.48,1.491,K4III,Lib,Xi-2,15
76957,,15.714107,52.360903,5.48,-0.042,B9p...,Boo,,
79280,,16.180424,75.877563,5.48,-0.093,B8V,UMi,,19
80008,,16.33199,39.708584,5.48,0.41,F3IV-V,Her,,
82135,,16.779989,-39.376962,5.48,0.975,K0III,Sco,,
82402,,16.838717,7.247683,5.48,0.108,A3m,Her,,47
82960,,16.953104,-33.259492,5.48,1.606,K5III,Sco,,27
11249,,2.413627,10.610565,5.48,-0.098,B7IV,Ari,Xi,24
13265,,2.844557,-35.675849,5.48,1.259,K2III,For,Eta-3,
102497,,20.772238,-39.199262,5.48,-0.078,B8/B9V,Mic,,
103094,,20.88849,45.181673,5.48,1.088,K0II,Cyg,,
105668,,21.403192,-12.878108,5.48,0.297,F0V,Aqr,,18
105767,,21.421377,-3.556747,5.48,1.451,K4III,Aqr,,21
18141,,3.878238,-5.361259,5.48,-0.09,B8+...,Eri,,30
24679,,5.294512,-13.519826,5.48,0.932,G8IV,Lep,,
30214,,6.356865,-11.773238,5.48,0.002,B1Vpe SB,CMa,,
38048,,7.799089,-12.192705,5.48,0.478,F5+...,Pup,,5
38593,,7.903058,-35.877287,5.48,-0.175,B2V,Pup,,
42712,,8.704498,-48.09909,5.48,-0.172,B1.5Vn,Vel,,
44613,,9.090028,48.530314,5.48,0.475,F6II-III,UMa,,
3607,,0.769929,-22.522097,5.49,0.978,G8/K0III,Cet,,
7213,,1.548903,-36.865231,5.49,1.021,K1/K2III,Scl,,
8240,,1.76832,-50.816256,5.49,1.615,M3III,Phe,,
50303,,10.270677,29.310501,5.49,0.02,A0Vn,LMi,,23
52689,,10.773689,14.194645,5.49,0.908,G4III:,Leo,,52
61136,,12.527871,-59.423922,5.49,0.622,F5III,Cru,,
61724,,12.652031,21.062559,5.49,0.978,G9III,Com,,26
79672,,16.260352,-8.369442,5.49,0.652,G1V,Sco,,18
88836,,18.133959,36.401264,5.49,1.161,K2III,Her,,
89369,,18.23775,-21.713164,5.49,1.528,K2III,Sgr,,14
91004,,18.564857,-24.032283,5.49,1.795,K3III,Sgr,,24
93667,,19.073627,-31.047079,5.49,0.026,A0V,Sgr,,
97063,,19.72598,-15.470105,5.49,0.46,F5V,Sgr,,
103401,,20.948341,-9.697545,5.49,1.474,K5III,Aqr,,7
110078,,22.297409,-77.511553,5.49,0.312,F3III,Oct,Psi,
116611,,23.632445,18.400667,5.49,0.01,A1Vn,Peg,,75
117375,,23.79904,-2.761598,5.49,0.941,G8III,Psc,,20
14417,,3.102203,79.418535,5.49,1.569,F7IV comp SB,Cep,,
15338,,3.296485,44.025024,5.49,-0.06,B8V...,Per,,30
18434,,3.941303,35.080899,5.49,-0.058,B1.5V,Per,,
22263,,4.793413,-16.934456,5.49,0.632,G3V,Eri,,58
27517,,5.826817,-14.483665,5.49,0.87,G8III,Lep,,
29150,,6.149407,-22.427412,5.49,-0.01,A0V,Lep,,
37901,,7.767275,-6.772511,5.49,1.378,K5III,Mon,,
42715,,8.705278,-53.100056,5.49,-0.127,B8...,Vel,,
45526,,9.278158,-8.744759,5.49,-0.081,B9III,Hya,,24
46578,,9.498474,-26.589616,5.49,1.345,K2IIICNII,Ant,,
1647,,0.344178,-69.624913,5.5,-0.046,B9V,Tuc,Pi,
4852,,1.040674,-31.552005,5.5,0.083,A1/A2IV,Scl,Sig,
4889,,1.046971,31.804263,5.5,-0.043,B9.5V,Psc,Sig,69
6732,,1.44491,19.240422,5.5,1.106,K1III,Psc,,94
51821,,10.586905,-39.562589,5.5,3.015,C,Ant,,
52686,,10.773484,18.891523,5.5,1.134,K3III,Leo,,51
56497,,11.582473,-49.13649,5.5,1.041,K1III/IV,Cen,,
66435,,13.619731,71.242252,5.5,1.219,K2III,UMi,,
67172,,13.765644,-12.426528,5.5,0.898,G8III,Vir,,86
76106,,15.543528,-19.67046,5.5,0.197,A2IV,Lib,,
76133,,15.549427,-1.186399,5.5,1.092,K0III,Ser,,11
79199,,16.164609,-33.545805,5.5,-0.075,B8V,Sco,,
81141,,16.572044,-70.988097,5.5,1.235,K1IIICN...,Aps,,
81252,,16.595775,-65.495399,5.5,0.949,G8/K0III,TrA,The,
89065,,18.177861,3.324256,5.5,1.204,K2III,Oph,,
97077,,19.72859,25.771929,5.5,0.939,G8III,Vul,,10
9570,,2.049433,33.284135,5.5,0.029,A2V,Tri,Eps,3
100435,,20.36762,24.446099,5.5,-0.09,B8IIIn,Vul,,25
105913,,21.450454,-42.54793,5.5,0.392,Am,Mic,,
108543,,21.988307,-38.395096,5.5,0.996,K1II/III,Gru,,
115836,,23.46766,-87.482214,5.5,1.278,K2III,Oct,Tau,
15643,,3.35667,-23.635135,5.5,0.885,G8III,Eri,,
15861,,3.405132,24.724063,5.5,1.19,K4III,Ari,,64
20171,,4.323916,21.142307,5.5,-0.069,B9IV,Tau,,53
22958,,4.940052,-5.171356,5.5,-0.123,B6V,Eri,,62
23900,,5.135173,24.265175,5.5,0.03,B2V...,Tau,,103
24450,,5.245569,5.156151,5.5,1.369,K4III,Ori,,
25950,,5.537262,17.058128,5.5,-0.004,B7III,Tau,,
29064,,6.13135,-42.154043,5.5,0.007,A0V,Col,Pi-2,
34000,,7.054195,-59.178109,5.5,-0.125,B9IV,Car,,
35564,,7.339288,-52.311524,5.5,0.483,F2,Car,,
49005,,9.997695,56.811807,5.5,1.487,K5III,UMa,,
2802,,0.594767,-48.000907,5.51,0.461,F6V,Phe,Lam-2,
3675,,0.783738,11.973849,5.51,0.987,G8II,Psc,,58
5346,,1.1395,5.649819,5.51,0.334,F0III-IV,Psc,,80
6748,,1.447657,-13.056512,5.51,0.321,F0V,Cet,,47
52221,,10.669848,-65.100209,5.51,-0.158,B9p Si,Car,,
52422,,10.717191,26.325577,5.51,0.16,A4Vn,LMi,,40
54029,,11.054133,-11.30347,5.51,0.938,G7III...,Crt,,
59232,,12.148497,-41.231605,5.51,-0.097,B3IV,Cen,,
67250,,13.783277,38.542697,5.51,1.036,K0III+...,CVn,,
70915,,14.502399,-45.321355,5.51,-0.087,B8Vn,Lup,,
73193,,14.959236,-0.167612,5.51,1.131,K1III,Vir,,
75049,,15.335714,29.616209,5.51,1.015,K0III,CrB,Omi,1
82480,,16.856925,1.215947,5.51,0.055,A2Vs,Oph,,21
84835,,17.339203,46.24078,5.51,1.586,M0III,Her,,74
87308,,17.839692,29.322143,5.51,1.071,K1III,Her,,
92549,,18.859712,52.975117,5.51,0.843,G9IVa,Dra,,
92630,,18.874229,-46.595119,5.51,1.641,M0III,Tel,,
93225,,18.989945,-12.840517,5.51,-0.038,B4V,Sgr,,
93340,,19.012072,55.658301,5.51,0.862,G5IIbCN...,Dra,,49
94437,,19.220979,-12.282584,5.51,1.442,K3III,Sgr,,
97260,,19.767005,-31.908571,5.51,0.024,B8III,Sgr,,
98325,,19.977216,30.983665,5.51,-0.06,B9Vn,Cyg,,
10642,,2.283068,-6.422116,5.51,0.962,G8III,Cet,,67
98823,,20.068976,7.277966,5.51,1.063,K0III,Aql,Tau,63
99404,,20.175982,26.904169,5.51,0.087,A3III,Vul,,18
99518,,20.19666,26.80899,5.51,1.397,K3II-III,Vul,,19
103527,Musica,20.973871,10.839286,5.51,0.934,G6III:,Del,,18
105259,,21.321025,58.623502,5.51,1.114,B3Vv comp,Cep,,
107235,,21.718465,41.15497,5.51,1.615,M2III,Cyg,,
111062,,22.499427,4.43169,5.51,0.385,F5IVs,Peg,,37
113532,,22.993266,-29.462311,5.51,0.271,F0V,PsA,,
14131,,3.037615,-71.902457,5.51,-0.125,B8III/IV,Hyi,The,
15201,,3.265951,-77.388454,5.51,0.438,F4III,Hyi,Iot,
19388,,4.152768,19.609217,5.51,1.077,K2III,Tau,Ome-1,43
20860,,4.470359,83.80779,5.51,-0.106,B5V,Cep,,
23043,,4.956206,17.153677,5.51,1.304,K1III,Tau,,
29941,,6.303813,-19.966974,5.51,-0.163,B2/B3V,CMa,,
41451,,8.45466,-70.093482,5.51,-0.024,A0V,Vol,,
47267,,9.633736,-43.190944,5.51,0.985,G8II,Vel,,
7978,,1.708125,-53.740834,5.52,0.551,F8V,Eri,,
50456,,10.302109,-28.992,5.52,0.277,B9.5Ib/II,Ant,,
50935,,10.40239,33.718531,5.52,1.186,K1III,LMi,,28
51384,,10.495037,84.252009,5.52,0.244,F0IV,Cam,,
54336,,11.115058,1.955525,5.52,0.955,G9IIICN...,Leo,,65
60170,,12.3388,26.619482,5.52,1.091,K2III-IV,Com,,
66091,,13.547679,-15.363012,5.52,1.228,K1III,Vir,,75
73497,,15.022174,-2.754927,5.52,1.692,M0III,Lib,,
73634,,15.051683,35.205795,5.52,1.023,G8III:,Boo,,
74732,,15.273059,-22.399416,5.52,1.357,K2III,Lib,,
85385,,17.44698,20.080977,5.52,-0.119,B5V,Her,,
88816,,18.130095,-17.154159,5.52,1.132,K0III,Sgr,,
90124,,18.39134,-36.237987,5.52,1.015,K0III,Sgr,,
94789,,19.286729,-66.661048,5.52,0.17,A4IV/V,Pav,,
13327,,2.858218,15.082071,5.52,-0.099,B7V,Ari,Sig,43
102916,,20.850211,-37.913332,5.52,1.38,K3III,Mic,,
107835,,21.846448,-69.629416,5.52,1.378,M0III,Ind,Omi,
107975,,21.874978,28.793538,5.52,0.426,F6IVwvar,Peg,,15
109474,,22.177462,70.132573,5.52,0.391,F2V,Cep,,
110817,,22.451475,65.13227,5.52,0.302,B0.5Ib,Cep,,26
112381,,22.761331,-46.547328,5.52,1.302,K3III,Gru,,
17738,,3.7989,-30.167882,5.52,0.973,G6III,For,Rho,
19335,,4.143497,38.039733,5.52,0.52,F7V,Per,,50
22854,,4.917537,55.259109,5.52,0.015,B9.5V,Cam,,5
24555,,5.267815,11.341354,5.52,-0.012,A0V,Ori,,18
25555,,5.462669,15.874052,5.52,0.015,B9.5Vn,Tau,,116
28098,,5.939151,-31.38244,5.52,0.382,F2III,Col,Sig,
31583,,6.609814,-5.211143,5.52,-0.082,B8V,Mon,,
39360,,8.045774,-41.309828,5.52,-0.152,Ap Si,Pup,,
39566,,8.084363,-53.107921,5.52,1.347,K3/K4III,Car,,
40282,,8.226178,-50.196072,5.52,1.651,M1III,Vel,,
41152,,8.396809,53.219712,5.52,0.125,A3V,Lyn,,
41395,,8.444987,-12.534602,5.52,1.167,K1/K2III,Pup,,
107,,0.022255,-50.337373,5.53,1.615,M2III,Phe,,
8704,,1.866476,55.147385,5.53,-0.175,B1.5V,Per,,1
49065,,10.012191,-82.21467,5.53,0.035,A0IV,Cha,Mu-1,
58159,,11.927926,15.646818,5.53,0.116,A3V,Leo,,95
63950,,13.106278,22.616187,5.53,1.461,M5III,Com,,40
67819,,13.892437,-35.664248,5.53,0.444,F3V,Cen,,
69462,,14.221226,-53.665674,5.53,1.438,K5III+...,Cen,,
69536,,14.234773,12.959444,5.53,0.537,F6IV,Boo,,14
69658,,14.256691,-18.20069,5.53,0.001,A0V,Vir,,
76126,,15.548673,-16.852844,5.53,-0.148,B3V,Lib,Zet-4,35
77464,,15.815777,-3.818513,5.53,0.12,A5IV,Lib,,
78436,,16.013231,-8.411353,5.53,0.043,A0Vs,Lib,,50
79980,,16.325758,-30.906716,5.53,0.466,F5IV,Sco,,
80460,,16.42338,37.394079,5.53,0.174,A5V,Her,,25
81290,,16.603174,52.900048,5.53,-0.06,B9.5Vn,Dra,,16
83057,,16.971651,-50.641185,5.53,0.016,B9IV,Ara,,
84551,,17.284349,-32.66284,5.53,0.514,F6V,Sco,,
86698,,17.714194,-36.945564,5.53,1.553,K5III,Sco,,
89020,,18.168281,-30.728666,5.53,0.979,K1III + (F),Sgr,,
93843,,19.11048,28.628595,5.53,0.296,F0III,Lyr,,
94982,,19.327597,12.37468,5.53,0.265,F0III,Aql,,28
12107,,2.600013,-7.831597,5.53,1.607,M0III,Cet,,80
102066,,20.684039,32.307287,5.53,0.871,G8IIb,Cyg,,49
103981,,21.067979,-5.823066,5.53,0.683,G4,Aqr,,12
106227,,21.51647,60.459432,5.53,0.102,B1II,Cep,,
107586,,21.790362,60.692689,5.53,1.575,M1III,Cep,,12
109745,,22.230339,45.440613,5.53,0.021,A0III,Lac,,
110529,,22.391901,-24.762661,5.53,0.979,K0IIICN...,Aqr,,49
113148,,22.912632,-16.271957,5.53,1.111,K1III,Aqr,,77
113969,,23.08116,-68.820226,5.53,0.395,F4III,Ind,,
115713,,23.44349,-52.721603,5.53,0.409,F4V,Gru,Omi,
15330,,3.295903,-62.575322,5.53,0.641,G2V,Ret,Zet-1,
17167,,3.677315,-5.210706,5.53,-0.145,B9IIIp Si,Eri,,22
20789,,4.454847,22.996337,5.53,-0.098,B7V,Tau,,72
20884,,4.475589,1.380821,5.53,-0.099,B3V,Tau,,
21949,,4.717764,-70.931027,5.53,-0.114,B9IV,Men,Mu,
22028,,4.73555,-18.666586,5.53,0.025,A1V,Eri,,
25853,,5.518785,-20.863659,5.53,0.012,A0V,Lep,,10
26382,,5.617704,17.040324,5.53,0.237,F0V,Tau,,122
30651,,6.440514,56.285096,5.53,0.238,A3m,Lyn,,
40035,,8.177731,-13.799207,5.53,0.488,F7V,Pup,,18
813,,0.167278,11.145813,5.54,-0.064,B9V,Psc,,34
7535,,1.61831,12.141535,5.54,0.347,F0V,Psc,Pi,102
56146,,11.508065,18.409801,5.54,1.056,K0III,Leo,,86
57013,,11.688836,-43.095667,5.54,0.044,A0V,Cen,,
58576,,12.012347,-10.446014,5.54,0.76,K0IV,Vir,,
60212,,12.347461,57.864118,5.54,1.452,K5III,UMa,,70
75127,,15.352114,-5.824853,5.54,1.047,K1III,Lib,,
77390,,15.798078,-65.442291,5.54,0.231,A5,TrA,,
78132,,15.954048,14.41448,5.54,1.141,K1IV,Ser,Phi,
84183,,17.209047,62.874337,5.54,0.216,F0IV,Dra,,
86019,,17.579542,-11.241999,5.54,0.013,B8Vn,Ser,,
86623,,17.699621,15.95243,5.54,0.387,F4Vw,Her,,
97765,,19.867109,24.992162,5.54,0.68,A1Iab,Vul,,
98234,,19.962624,16.789163,5.54,-0.048,B9III,Sge,,11
103298,,20.927381,12.568558,5.54,0.131,A4V,Del,,16
103598,,20.990377,59.438594,5.54,1.411,K4III,Cep,,
108339,,21.948992,12.076492,5.54,0.054,A2Vnn,Peg,,17
115054,,23.302739,-40.824361,5.54,0.445,F5V,Gru,Phi,
25143,,5.380644,41.02926,5.54,0.127,A3V,Aur,,
27581,,5.841363,14.305608,5.54,1.006,G9III:,Tau,,135
28524,,6.021194,-33.911835,5.54,1.58,K5III,Col,,
29263,,6.169558,-40.353792,5.54,1.665,M2II/III,Col,,
29842,,6.283675,-37.737445,5.54,1.129,K2III,Col,,
32609,,6.803407,55.704195,5.54,,F5V:+...,Lyn,,
35136,,7.263925,47.239964,5.54,0.576,G0V,Lyn,,
36039,,7.42727,-79.094188,5.54,1.281,K2/K3III,Men,Eps,
45219,,9.215452,-59.413928,5.54,0.846,G6II,Car,,
476,,0.094989,13.396266,5.55,0.901,G5III,Peg,,86
2661,,0.561401,-29.558278,5.55,1.262,K1III,Scl,,
3885,,0.831433,27.710286,5.55,0.398,F5III+...,Psc,,65
5132,,1.094919,21.465442,5.55,-0.048,A0Vn,Psc,Psi-1,74
7617,,1.635435,57.977631,5.55,1.388,G5II,Cas,,
52136,,10.651581,53.6683,5.55,1.27,K3III,UMa,,
55657,,11.4031,-72.256608,5.55,0.017,B2IV-V,Mus,,
62608,,12.829154,-71.98626,5.55,1.154,G8Ib/II,Mus,,
67057,,13.741618,-16.179072,5.55,0.805,G1IV/V,Vir,,83
70054,,14.336029,-43.058843,5.55,0.907,G8III,Lup,,
71419,,14.605288,-46.245451,5.55,1.489,K3III,Lup,,
71837,,14.695423,11.660662,5.55,0.941,G8III,Boo,,32
80480,,16.42874,78.963854,5.55,0.249,F0V,UMi,,
81754,,16.698247,-19.924377,5.55,0.436,F3V,Oph,,
82171,,16.788795,-58.341441,5.55,-0.096,B0Iab,Ara,,
84949,,17.362116,39.974649,5.55,0.667,F9Vn...,Her,,
96014,,19.522039,50.306706,5.55,1.274,K1III,Cyg,,
11432,,2.457715,31.80128,5.55,1.114,K1III:,Tri,,11
103005,,20.869082,-5.507059,5.55,-0.076,B9III,Aqr,,5
103519,,20.972067,44.471711,5.55,0.973,G8III,Cyg,,
104177,,21.107087,-41.385965,5.55,1.35,K3III,Mic,Eta,
108772,,22.034604,58.000366,5.55,0.017,O9V,Cep,,14
108868,,22.054572,-6.522406,5.55,0.959,K0III,Aqr,,30
110778,,22.442853,-16.742138,5.55,0.618,G3V,Aqr,,53
113669,,23.02205,-28.85396,5.55,1.349,K3III,PsA,,
114831,,23.260477,70.88808,5.55,0.263,F0IV,Cep,,
116354,,23.577095,40.236441,5.55,0.096,A1III,And,,15
117299,,23.783866,57.451359,5.55,1.63,K3II,Cas,,
14915,,3.207324,6.660883,5.55,1.011,K1IIIpe+...,Cet,,
15696,,3.36997,27.607553,5.55,1.1,G5III,Ari,,62
17103,,3.664201,3.056863,5.55,0.931,G6III:,Tau,,12
17203,,3.685515,37.580198,5.55,-0.062,B7Vn,Per,,
20234,,4.336531,50.920933,5.55,-0.031,B1.5IV,Per,,
24738,,5.304359,42.792111,5.55,1.492,M4III,Aur,,
27955,,5.91458,-39.957857,5.55,1.515,M0III,Col,,
30143,,6.3434,-34.144144,5.55,-0.182,B3V,Col,,
30720,,6.454331,-0.275999,5.55,1.376,K5III,Mon,,
30728,,6.455681,2.908288,5.55,1.035,G9III,Mon,,
34267,,7.103222,34.473967,5.55,0.909,G8IV,Gem,,
36258,,7.466434,-29.155896,5.55,-0.048,B9Vsp...,Pup,,
37521,,7.700894,14.208503,5.55,1.642,M3Sv,Gem,,
40793,,8.32562,75.756907,5.55,0.902,G8III,Cam,,
43496,,8.859559,-7.177226,5.55,0.15,A4m,Hya,,15
4440,,0.946377,60.362836,5.56,-0.054,B8V,Cas,,
5310,,1.132544,20.739113,5.56,0.121,A3V,Psc,Psi-2,79
5566,,1.190428,64.202677,5.56,-0.052,B9.5V,Cas,,
56770,,11.639056,43.625429,5.56,0.348,F2II-III,UMa,,59
57870,,11.869537,-56.987741,5.56,0.069,B4III,Cen,,
60735,,12.447692,-32.830121,5.56,0.007,B9V,Hya,,
66753,,13.682257,-85.786043,5.56,0.183,A2m...,Oct,Kap,
70492,,14.418426,-68.195333,5.56,0.435,A3Ib,Cir,,
75257,,15.377048,39.581463,5.56,1.626,K4III,Boo,,
83692,,17.105014,22.084153,5.56,1.299,K4III,Her,,
86667,,17.707879,24.564058,5.56,1.436,K4III,Her,,83
89482,,18.260772,42.159345,5.56,-0.111,B7IV,Lyr,,
92882,,18.92528,-16.376635,5.56,0.445,F5/F6IV/V,Sgr,,
93051,,18.954608,2.535346,5.56,0.004,B9IIIp...,Ser,,64
93996,,19.137973,-19.290289,5.56,-0.087,B2V,Sgr,,
97961,,19.908632,24.319388,5.56,-0.018,A0III,Vul,,
13951,,2.994767,-2.464952,5.56,-0.072,B9.5V,Eri,,5
110935,,22.477091,-67.489059,5.56,0.208,A3V,Ind,,
114822,,23.259516,-3.49638,5.56,0.062,A3V,Aqr,,
115142,,23.323327,-5.124352,5.56,0.386,F3IV,Aqr,,96
115395,,23.375702,60.133485,5.56,1.679,K3II,Cas,,
115591,,23.41412,32.384882,5.56,-0.075,B9III,Peg,,67
115746,,23.44999,87.307504,5.56,0.25,A7IV,Cep,,
16780,,3.599352,-11.193782,5.56,0.915,G7III:,Eri,,
17506,,3.749027,-0.29672,5.56,1.411,K4III,Eri,,25
21743,,4.668557,-24.482368,5.56,0.926,G6/G8III,Eri,,
25608,,5.470926,-37.230767,5.56,0.026,A0V,Col,,
29205,,6.15959,-14.584619,5.56,1.15,K2III,Lep,,
30321,,6.37729,-69.984043,5.56,1.51,K5III,Dor,Pi-1,
34065,,7.065928,-43.608039,5.56,0.624,G3V...,Pup,,
41400,,8.445539,12.654612,5.56,1.608,M3III,Cnc,,27
42535,,8.671521,-53.015398,5.56,-0.125,B7Vn,Vel,,
44299,,9.022462,-41.864254,5.56,-0.135,B5V,Vel,,
45189,,9.20848,-43.613262,5.56,-0.107,B8V,Vel,,
45924,,9.36416,-42.19486,5.56,1.637,M3Ib,Vel,,
